model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2075.963259217463,539.2923331670172,2354.671689981481,584.255137121632,-1.3678162543185617,1.3224587977490838
LinearRegression,1805.3844872971708,549.4039533797434,2156.3764079107077,620.0419974011236,-1.0792766434835441,1.0916645298046184
Ridge,1774.0506541225604,616.5297260700183,2125.0996826206433,700.9375696105635,-0.9684472340223097,1.00830098396595
Lasso,1804.4405682578958,585.0659188151385,2120.391865054104,644.5772239680342,-1.0279255710403317,1.0562808513156963
ElasticNet,1788.9705633601384,618.5535894525935,2134.7655183694865,691.0195730787694,-0.9785804226219597,1.029248689591912
RandomForest,1792.3786989084092,554.903277980431,2041.0082099155497,590.5585957985721,-0.8544913444512708,1.1683639250325735
GradientBoosting,1677.3276938242695,579.7271981330513,2041.5389982530444,525.8500586134003,-0.972701887157702,1.3160631853765064
SVR,1804.1085692677013,745.6200540620371,2178.343335036743,863.8581283329105,-1.040877846428467,1.0614298476897377
KNN,1971.1506375010977,439.6185364143484,2257.251173043128,453.1137661667087,-1.312872260953442,1.3226392689871895
BayesianRidge,1823.4892814241994,676.4589340973913,2213.4340929959026,821.8292638586701,-1.067009937827822,0.9644863468155591
XGBoost,1598.050156316573,626.5779360579086,1960.7467326362312,590.8180230897938,-0.8526995910688552,1.2803580003237751
DecisionTree,2013.4970031833702,344.44050055084455,2361.254221773136,409.975638185646,-2.1253926877549256,2.703160366804025
