model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2116.6699354461475,471.95822406093004,2374.744319786257,523.7401396585267,-1.4274856989882174,1.302289621924095
LinearRegression,1879.4230139583265,494.35520429181963,2412.792358728345,714.7750798046795,-1.324017697965696,0.864900810665652
Ridge,1877.4356700269586,495.5792658426391,2409.4661871779163,715.2066299051716,-1.3174068048220418,0.8620648377653602
Lasso,1878.3302692489153,494.1701825171386,2410.4356348734123,712.9614073032837,-1.3197741839427775,0.8637108730877454
ElasticNet,1857.9991143727161,507.65872500398973,2375.9920110303096,712.0986132470218,-1.258276295868071,0.8456764869576839
RandomForest,1781.4667437930716,413.93804667521965,2081.7098261035762,427.90034266555557,-1.0535806662572074,1.1905577092098736
GradientBoosting,1780.728652054618,461.7166140148637,2097.2286577903797,466.07874775382373,-1.0896940869954104,1.1918445784005876
SVR,1913.26032103078,570.1594975984193,2492.677365643489,883.2256866858031,-1.4170909333376531,0.934244150755587
KNN,1924.2462874071741,368.66071871685364,2235.832753150199,359.939956449956,-1.3507424797917216,1.4008024641545245
BayesianRidge,1852.6904673225395,515.9787162335167,2347.1064624550695,691.8731803436643,-1.2109549428188762,0.8391814711511795
XGBoost,1770.5374245133457,458.48537543070694,2049.6213296085766,462.1099512974404,-0.9941483318599007,1.1442159060983383
DecisionTree,1936.6548412493364,415.97235950641686,2336.7714968438586,427.73734959963883,-1.5565387806224389,1.5019756617933198
