model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2075.963259217463,539.2923331670172,2354.671689981481,584.255137121632,-1.3678162543185617,1.3224587977490838
LinearRegression,1939.0189909919347,821.9407886870396,2389.2960714360424,990.3946927581975,-1.2160422212180761,0.9039620007637865
Ridge,1931.180548489149,813.5951719417192,2375.74216717766,979.1513576187825,-1.21128148041413,0.9047618648205513
Lasso,1936.4729326766465,820.1517271457047,2387.365672729558,1001.2343163554126,-1.217679035308185,0.902970247196161
ElasticNet,1904.16069248618,752.3423851704719,2331.389101352341,901.4576372867591,-1.1622784960423467,0.9121506255087932
RandomForest,1729.1690334815128,606.5396068732717,2021.4828851818093,601.2054310638648,-0.8932458311136822,1.2645859381809426
GradientBoosting,1763.2761919785626,516.2477874755747,2078.1961365722877,532.4471243213338,-0.9942070361018752,1.1910423456813106
SVR,1887.4382819692332,746.4101883916829,2269.7290492957272,851.0177576359249,-1.1306414652313568,1.0125214751310154
KNN,1936.2043367834613,494.62167677099757,2215.0957737204394,497.4176543526281,-1.3119241547328448,1.3609572464886117
BayesianRidge,1905.0659779412072,756.8201551788799,2332.8044880419156,899.9931172144472,-1.1572356862905244,0.910062082961304
XGBoost,1676.3671528533687,528.6692152358012,1978.8695984051283,468.1390571073475,-0.9012007578376563,1.2858178009388486
DecisionTree,1927.4285684643103,553.3267141919029,2247.2752518974644,590.24133189026,-2.082492075079149,2.0799712252289932
