model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2116.6699354461475,471.95822406093004,2374.744319786257,523.7401396585267,-1.4274856989882174,1.302289621924095
LinearRegression,1956.7672565304485,563.1469593558137,2545.7521493215804,906.0971800767595,-1.4943534479585192,1.06855892126711
Ridge,1900.8865419767724,560.6417933385086,2372.5816876083595,751.2433438489633,-1.232300118654443,0.8226143321788314
Lasso,1988.5091707415497,530.7353760488006,2503.78552184109,806.8189636020948,-1.4632264574134,1.0486790824133294
ElasticNet,1851.8048666429008,510.81589429440555,2329.713692027113,699.7271396140216,-1.1641862441553998,0.8000061816529929
RandomForest,1809.1994878111036,479.20505638820606,2058.1466618746826,470.5522586301686,-0.8458615963976049,1.1029543946644975
GradientBoosting,1772.6523528843863,446.9193108893418,2044.3116216112787,453.08034454298,-1.007892808154368,1.190164752303985
SVR,1782.2261159535385,530.7242885979593,2235.9385825507184,671.8672612215618,-1.0136081143354427,0.8489923360887247
KNN,1989.960583915264,299.67553098811624,2248.8059218859626,290.7043824153822,-1.4817096287676743,1.575369871166711
BayesianRidge,1866.1345099899074,515.5891705715397,2340.5396041614576,706.6689666937851,-1.189511204535558,0.8142946839082984
XGBoost,1710.314782164955,461.0791216820797,2072.0284398081294,500.8352160583805,-0.9039460228926138,1.0934312355308364
DecisionTree,1935.1500874789076,367.6597841911236,2328.3383933215564,344.79341332443994,-1.8745961838313778,2.0249080833736577
