model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2075.963259217463,539.2923331670172,2354.671689981481,584.255137121632,-1.3678162543185617,1.3224587977490838
LinearRegression,1903.6297587218437,724.5752645761816,2343.9238048665866,860.3614689036688,-1.33897248400081,1.1080321707762686
Ridge,1904.6766754420582,722.8609465379734,2331.224954530916,851.8166380219745,-1.3180967657035414,1.090953089716314
Lasso,1905.31871157068,728.5688105608843,2338.713496954543,861.3750710074518,-1.340673648185115,1.106609604598442
ElasticNet,1897.009718969072,710.257351706836,2320.340848606479,845.4086174190104,-1.2453496897377097,1.0288685199217442
RandomForest,1757.16466286869,658.7407938024701,2029.0575225685043,636.0497318493289,-0.9574009439510102,1.3625435074532142
GradientBoosting,1764.8732544638194,581.0757393989887,2058.792592054216,578.032742760289,-1.049983191619783,1.4088713612924693
SVR,1949.9170377726064,737.0000556328193,2390.096642413176,993.9310613208193,-1.3331802173443954,1.1052601071919468
KNN,1934.7996103608148,524.5653698190473,2234.1767774806003,511.9704722100414,-1.3308492527120117,1.4074896601282703
BayesianRidge,1891.9027536456913,708.1903567978624,2308.876727823286,844.7129880344422,-1.2023373351111077,0.9991263334345645
XGBoost,1785.7613643261861,627.1695585147656,2064.424558035421,582.8912920851371,-1.0024025706808009,1.283314596137306
DecisionTree,1944.6552570839026,375.613955004858,2246.048367770544,347.56153173983233,-1.7878359458063815,2.1547486685235553
