model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2063.5732322987315,471.95822406093004,2372.8192019895228,523.7401396585267,-0.32875893429370606,1.302289621924095
LinearRegression,1870.69340240533,604.7303604777657,2405.348533979833,820.7686951677642,-0.3654409706968764,0.9241009022209872
Ridge,1809.5741189570856,603.1665540654062,2339.4973216303615,757.2569108009186,-0.2917010299443954,0.8904039700155825
Lasso,1864.002094890825,612.3197939943379,2390.3554209531508,813.6527274847166,-0.3484717818894496,0.8584840148985451
ElasticNet,1767.059855686822,512.8072331288516,2258.65921682184,703.2552224653556,-0.20397736314571335,0.8117240652022083
RandomForest,1803.2612091790536,479.24522642677033,2129.261662697506,462.9589173319447,-0.06997830166821473,1.1428148146262336
GradientBoosting,1770.8741074354105,442.91225638431865,2123.5138846542236,435.9572156174281,-0.0642094502642061,1.1255658869207135
SVR,1735.3422755540685,530.2341120609844,2215.635051794247,680.3686976913889,-0.15854619584915453,0.861829701638267
KNN,2003.1892488954347,293.5175189097422,2277.926727529687,319.90474434543836,-0.22460605331678063,1.5155774553431052
BayesianRidge,1781.1501945490984,515.1620640751265,2276.680000788551,715.4394827446611,-0.22326594760149132,0.8260255096035823
XGBoost,1712.3860920384986,412.894335713738,2035.6131196935376,363.66848451009065,0.022070867931979432,1.1023419124144682
DecisionTree,2110.9537166584846,278.22287811947757,2461.6801944514796,218.03049244087873,-0.4301453035892482,1.9874885486328897
