model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2116.6699354461475,471.95822406093004,2374.744319786257,523.7401396585267,-1.4274856989882174,1.302289621924095
LinearRegression,1981.9385862546792,525.2346264906957,2362.091063170854,633.8216137727542,-1.308670008106522,1.018465875627241
Ridge,1981.938692483569,525.2346429722064,2362.0908738709813,633.821347994473,-1.3086696884231552,1.0184661245974596
Lasso,1981.9391949955996,525.2343686510941,2362.089412674245,633.8188771761731,-1.3086671995376564,1.018467365982415
ElasticNet,1981.9391949963567,525.2343686501056,2362.0894126764842,633.8188771794879,-1.3086671995376267,1.0184673659802304
RandomForest,1801.6054481580607,449.8516119354085,2083.399084726329,440.6957715380822,-1.0567179471473336,1.2105492599480083
GradientBoosting,1796.6768059544524,525.0168846372568,2065.315072587751,524.0283434746277,-1.0123206157829099,1.258304545634494
SVR,1969.389151368317,667.0832331025505,2353.8736961908744,714.2856181419824,-1.2377708195784787,1.1322854189947282
KNN,1846.4190338120843,404.8497823787901,2162.997210807235,390.9943923587506,-1.2177325451690522,1.3262137829160752
BayesianRidge,1998.5205522937013,530.1345232547568,2362.684688929405,624.5526530660981,-1.3056844593196144,1.036320399186643
XGBoost,1811.6902658737297,478.5177181681853,2071.6634557835628,473.07969686322696,-0.9949279390142138,1.1568813461368717
DecisionTree,1838.5676502290237,535.1873930975277,2107.4359703431073,527.9139233774345,-0.9960360169634177,1.2233234135429676
