model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2116.6699354461475,471.95822406093004,2374.744319786257,523.7401396585267,-1.4274856989882174,1.302289621924095
LinearRegression,2057.818824193359,608.3735579289765,2573.477441957545,824.5254202237637,-1.515610684972339,0.9064089675831308
Ridge,1977.075249231404,597.6741161477476,2454.7484816156293,781.1968702833666,-1.3615278542222153,0.8814345523347752
Lasso,2040.6628048800217,623.3139800793941,2577.295801509436,810.8073880709604,-1.533639551373845,0.9421531055977245
ElasticNet,1858.8861036157073,510.78447422574254,2335.506889532911,695.8426532445856,-1.1850786308111534,0.8112977153906208
RandomForest,1807.415507971052,459.97543524824005,2061.134528185062,463.6823452478313,-0.9434081300291715,1.1289604018295785
GradientBoosting,1839.9354870651364,431.57200996379333,2227.6088276794717,459.30530423300667,-1.3080907875083445,1.3244983400809598
SVR,1789.4744660250549,529.6751059164179,2245.5894231339294,673.376942776835,-1.0402192776572257,0.8628708338194787
KNN,2031.618553383119,343.1754864388521,2307.5620889004067,339.95178487865525,-1.6754917280027346,1.6158700002414428
BayesianRidge,1882.3911420577165,517.8633115878788,2362.207373958039,715.9347653487116,-1.2166497324008279,0.8228675300135994
XGBoost,1778.6064623830844,459.046336470181,2021.5691679218357,443.7705088656799,-0.8800056375857682,1.0747466775469554
DecisionTree,2160.366554445372,520.8014635159542,2688.1974389002617,463.1439616485929,-2.3546191214333403,2.407862615455285
