model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2116.6699354461475,471.95822406093004,2374.744319786257,523.7401396585267,-1.4274856989882174,1.302289621924095
LinearRegression,1935.9216312166736,518.057214938175,2452.6794117676413,662.4729014467872,-1.417089633902511,0.9178230937626878
Ridge,1905.5774773004578,550.3360452567284,2403.449179880929,753.2905843471254,-1.2388034910547339,0.8129491343661787
Lasso,1942.5958017734806,520.484878007064,2428.846422556464,728.2178296549047,-1.3701333782027736,0.8482302452618493
ElasticNet,1853.6324960882587,507.06450364534965,2327.1050014661414,692.701092002511,-1.168448634750067,0.8044989802143472
RandomForest,1808.3532722249656,493.63721870690017,2097.6615498062006,501.9914394787064,-0.941801266285621,1.1117641296308571
GradientBoosting,1836.344182497304,492.8058886280841,2085.462199555999,434.2255806960739,-1.2656819518230946,1.3347618598008404
SVR,1779.4092152186065,525.3782353820216,2232.3862092198615,662.1179166472217,-1.0103506584341102,0.8526959782421751
KNN,2021.6319223891564,307.79736026668184,2305.962736896808,341.73798132568095,-1.4319927493008737,1.5043551400325816
BayesianRidge,1870.3977702773839,509.33662797232387,2343.8276975912063,701.6611011253065,-1.1956293288618076,0.815661089834633
XGBoost,1766.557507951426,425.29892059789387,2045.9225357730622,360.82434704007443,-0.7907505603029785,0.954321415751579
DecisionTree,2305.7912113429356,290.2281234719661,2724.935977914777,408.4530326698265,-2.296287512026126,2.53701390733038
