model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2075.963259217463,539.2923331670172,2354.671689981481,584.255137121632,-1.3678162543185617,1.3224587977490838
LinearRegression,1995.6908181426957,683.8011567331847,2358.5798586336996,794.7408039338222,-1.284997222284778,1.1151265170134732
Ridge,1995.6908480510817,683.8010820093886,2358.579544382155,794.7404275444322,-1.2849966547157847,1.1151267316092985
Lasso,1995.3837449544826,682.9219061533682,2357.557875779691,793.0372578009232,-1.2836396073588972,1.1157425373025733
ElasticNet,1995.5372817918942,683.3611828221785,2358.0683717641573,793.8885340463548,-1.2843172627162918,1.1154337777729066
RandomForest,1794.015703851996,623.6920086492138,2087.305837508101,585.60172518808,-1.0119199276007145,1.2492981245003487
GradientBoosting,1836.1492643969057,620.4253654178566,2143.02284017373,617.0768057249674,-1.1344591696187667,1.3238300304723176
SVR,1917.0451629996733,760.6926108226629,2223.3088091491395,815.0899606095376,-1.0132940132569515,1.3276267573171787
KNN,1890.7982721895023,604.2392136197691,2207.8839403553275,552.2005593445517,-1.3508351882536513,1.4626175194190687
BayesianRidge,2005.362204190164,676.6094945128064,2344.331765386808,762.1141342146215,-1.2560404704444108,1.1358432144331638
XGBoost,1792.8940689969265,548.1350665257262,2122.4145087093975,538.319792200083,-1.1216156370759984,1.2606635828915786
DecisionTree,1907.7779660897722,549.5798593280741,2194.195256332127,551.4512861186511,-1.2385905577122105,1.331497960557006
