model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2063.5732322987315,471.95822406093004,2372.8192019895228,523.7401396585267,-0.32875893429370606,1.302289621924095
LinearRegression,1794.8221267417578,427.88541842591167,2245.184853243027,523.9797286878037,-0.18965520354195098,0.9442002072681742
Ridge,1790.3681419991347,429.4356283610262,2242.3130017176563,529.4990316829239,-0.18661373633447842,0.938277901740496
Lasso,1794.3823239006415,426.36612179734374,2245.2989671412934,525.7925744659586,-0.18977613758677947,0.950283414740527
ElasticNet,1769.566516436472,458.95085018236233,2231.525641831023,580.5806608968459,-0.17522403369977946,0.8727130727481802
RandomForest,1748.2241303529674,476.8853673811661,2112.646982540214,469.40729281002194,-0.05334531659852981,1.1674982626246249
GradientBoosting,1743.9936567447994,438.76323724202825,2142.2186445589005,440.90527415071693,-0.0830399853006154,1.211950505628912
SVR,1774.5741783487647,466.17545229367147,2202.7756369761914,558.5157634554779,-0.14513695510385594,1.0036301402549535
KNN,1963.2923416789397,373.9640163638328,2272.5516016446354,373.55634069066565,-0.21883357126140912,1.4857718339553074
BayesianRidge,1768.6313959033284,465.245502297656,2232.195762881188,592.5680912933718,-0.17592997280913658,0.855529518291646
XGBoost,1744.7891380074097,423.3965230779316,2101.886614259206,399.58068336123944,-0.04264261154984039,1.2494288575920238
DecisionTree,1852.0433750788663,394.4595399314615,2307.539349739874,351.87014899981966,-0.2566523059585839,1.8239072403276826
