model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2075.963259217463,539.2923331670172,2354.671689981481,584.255137121632,-1.3678162543185617,1.3224587977490838
LinearRegression,1863.029193242206,626.4090427648351,2291.9332987778025,810.6519620548744,-1.302193718547985,1.1188125245524938
Ridge,1853.0733069370046,662.1570135815793,2289.0024266626433,837.8902433046771,-1.2536124296480473,1.0679724452224983
Lasso,1865.9240383763743,655.854628897785,2292.8111843144707,811.7017328509495,-1.3176144726648906,1.1373064229582648
ElasticNet,1840.2777290421095,665.7859324630033,2277.0152102325683,841.8467552352513,-1.2179278063191197,1.0410154450906337
RandomForest,1732.0892904183595,597.474951407012,2003.5766271701752,609.4202527496561,-0.8588063467430491,1.2609638379232004
GradientBoosting,1683.269558577796,520.5809814579014,2098.2860607083117,547.174291466439,-0.9975799118571528,1.1432879372985079
SVR,1759.5626360306273,654.229652944893,2150.7319045786217,775.6670444344365,-1.0903757307633213,1.137195138520652
KNN,1935.7586271221396,477.7651793284408,2210.5359125360765,502.40899050165586,-1.2763033868336517,1.3765628506372845
BayesianRidge,1860.0887905040563,687.8462887574511,2285.3490393685943,848.0097533925116,-1.1487997026580619,0.9574520969713562
XGBoost,1686.2810085838446,549.2775034454162,2014.038276065626,481.7595472819604,-0.9595598935891833,1.2197483513299707
DecisionTree,2041.966659049751,383.88619135008463,2386.851858545262,568.1790441612183,-1.8775568926838442,1.9490320291138135
