model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2063.5732322987315,471.95822406093004,2372.8192019895228,523.7401396585267,-0.32875893429370606,1.302289621924095
LinearRegression,1819.9277184980797,504.21459869318755,2329.4734189943997,706.9819164649093,-0.28065579665521967,0.7750627138508512
Ridge,1812.4406639184426,500.9099338131703,2316.7632288518544,692.6201812380052,-0.26671876537272987,0.7790491976188842
Lasso,1812.6240311089462,506.286078574002,2318.3551980093166,699.0157241278647,-0.2684602208899378,0.7790164027775187
ElasticNet,1777.9735874438775,492.00381762657616,2262.020237950455,643.662161867891,-0.20756321099139408,0.8007495263347577
RandomForest,1781.7439615038456,495.3635758305417,2121.3179984102567,473.940057248003,-0.06200962981958513,1.157183362827744
GradientBoosting,1722.582228422036,453.0299314075065,2114.9876933590485,470.8741796682872,-0.05568072111136302,1.0658093955897785
SVR,1703.3220917751537,541.3083882549637,2192.310735253815,693.7773191916975,-0.13428221399867035,0.8215489492907996
KNN,1966.9860088365244,362.3146644527168,2270.9931628283907,368.3340942813535,-0.21716247499412922,1.442014718993363
BayesianRidge,1776.7619870270955,493.878619068284,2262.2244722389128,659.5667352838403,-0.2077812788430935,0.7868882170956361
XGBoost,1750.1649597797198,394.0467922012537,2125.4391029997964,397.4529836402253,-0.06613999032685003,1.1826654036938355
DecisionTree,1918.804479626902,435.30576324923663,2395.803950005457,520.5417109016574,-0.3546261479998494,1.7368181715922733
