model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2116.6699354461475,471.95822406093004,2374.744319786257,523.7401396585267,-1.4274856989882174,1.302289621924095
LinearRegression,1997.681152202173,543.4621443659855,2396.7122552498026,681.1165874439412,-1.3692348790053106,1.0102271247021515
Ridge,1997.6812058696037,543.4620836832859,2396.7119001620713,681.1161332515879,-1.3692341735331695,1.0102272049797962
Lasso,1997.4590325339675,542.8121762418583,2395.650440700759,679.4008458181158,-1.3675124171952493,1.010516815515867
ElasticNet,1997.5700922539938,543.1367188019163,2396.180905959277,680.2581179107477,-1.3683724144592302,1.0103705532033096
RandomForest,1814.439361307519,487.8645346957114,2107.9470303508124,474.5694607735907,-1.0381851499179422,1.1306049069898483
GradientBoosting,1825.2363987269844,563.3717997482643,2101.860528470889,556.6376676382945,-1.0482376211923063,1.1843937893781016
SVR,1979.3561844356823,680.230352904197,2307.1491762708156,727.432157932248,-1.1733753957284347,1.2312932559564531
KNN,1875.4843906175925,408.4446802066875,2187.495036645473,397.6713344884565,-1.2819253015074725,1.395778530969412
BayesianRidge,2011.187848486915,541.3795713013297,2384.2025583519912,649.3224737406098,-1.3340467552412236,1.0147308703993068
XGBoost,1818.8783306207529,430.40151674543876,2123.383940968371,440.85725510447116,-1.155775692201492,1.2544086234354053
DecisionTree,1885.1174235088606,450.1986300404197,2245.961556829465,463.30980972748637,-1.5989441849166868,1.6044414240513518
