model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2075.963259217463,539.2923331670172,2354.671689981481,584.255137121632,-1.3678162543185617,1.3224587977490838
LinearRegression,2094.315111412361,560.7266653008791,2372.475787858856,605.5849185226507,-1.4097200756065162,1.3733590355767376
Ridge,2094.3087424458436,560.7188199855385,2372.46960327686,605.577778589248,-1.409705173681387,1.3733408163404033
Lasso,2094.222267835724,560.6441554120022,2372.406408167533,605.5183940845769,-1.4096280645695265,1.3733330554671836
ElasticNet,2094.233601755408,560.6338017063761,2372.4003973447448,605.5011071004315,-1.4095495805074978,1.3731651478108797
RandomForest,2257.0782132851427,466.44166352597233,2645.605278337892,459.4285304877906,-2.1771519921280955,1.825278714843529
GradientBoosting,2078.3071155288676,522.3468987443829,2377.251795453157,577.0809609805113,-1.4266601277411173,1.354948309674809
SVR,2054.366820376426,694.026910722841,2359.7722361376727,720.2901419666078,-1.3945105951964343,1.5758188126107007
KNN,2169.8916404694196,541.2021986430123,2533.405667051945,581.0138011729441,-1.702029695290626,1.370259868689058
BayesianRidge,2075.963261054977,539.2923353446229,2354.6716917824833,584.2551393807614,-1.367816258634551,1.322458803160161
XGBoost,2075.569019007926,551.2891843173514,2370.5654321357692,589.7278646694703,-1.391371729737148,1.3244318061513252
DecisionTree,2100.9430761743156,563.0230484609241,2387.4503558293895,607.5083605622021,-1.423389094142331,1.3648730413359067
