model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2075.963259217463,539.2923331670172,2354.671689981481,584.255137121632,-1.3678162543185617,1.3224587977490838
LinearRegression,1821.3159337059758,555.7394358180131,2190.8919721218736,656.8208281547434,-1.0820029199033523,1.0458225392599874
Ridge,1811.2058228077592,622.773321214298,2144.5736360492297,734.8930779031176,-1.024802058973338,1.0162218370826424
Lasso,1819.369515802498,562.1265644459886,2142.958673505981,657.4658123462419,-1.0437934226721257,1.040108523111993
ElasticNet,1853.0972517400824,568.9190355762614,2197.03864256632,639.5897720262583,-1.08234393507245,1.026568688325076
RandomForest,1762.3673002834203,604.9251571539654,2042.8060693142008,614.8029359969619,-0.8555943358475482,1.196115930980827
GradientBoosting,1706.6522658861472,598.2664168738725,2026.8839988466327,585.7091266317287,-0.9538695329622957,1.3538186723024348
SVR,1855.738145517726,792.4765053675933,2190.257813019637,862.9567771814953,-1.1221483095280147,1.1140641330694907
KNN,1979.984259526945,444.2728806026286,2238.686174242116,461.29302475601844,-1.2527758650906824,1.2582309717719178
BayesianRidge,1838.9530122420751,677.7114326635835,2236.256992511133,819.3729867218802,-1.0863030099957895,0.9627114455391955
XGBoost,1693.3730044459494,535.7078674323014,1938.9342029198149,505.05111044706274,-0.7280038429847095,0.9871007681195728
DecisionTree,2131.7074686638935,487.4691717707081,2531.7220851785073,408.0246210633367,-2.749073330203458,3.8133243044685394
