model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2075.963259217463,539.2923331670172,2354.671689981481,584.255137121632,-1.3678162543185617,1.3224587977490838
LinearRegression,1841.2204942546898,584.8361906743557,2223.518543369239,637.5823500551775,-1.0953983479375964,1.0799727069303138
Ridge,1821.1845838113088,629.3478488887085,2175.6430495103455,719.3122116700815,-1.1175049637849122,1.102986458454629
Lasso,1826.1812498365568,603.1904852799472,2210.49872654204,675.0898974598473,-1.164970166159928,1.137511660653931
ElasticNet,1815.722183496322,662.1126578537895,2198.8755023352287,780.3328656997929,-1.0648931188896733,1.0200713907126784
RandomForest,1759.2185350944644,601.3529692832133,2057.8274160461224,641.0002170899505,-0.875509255075207,1.2104444636071556
GradientBoosting,1751.97901233234,529.4876002974293,2029.0562013669048,543.7778767186136,-0.96533148671076,1.2853643728680333
SVR,1831.4327204972894,727.3219302449818,2165.1493441961866,825.0211768655563,-1.1067519400111452,1.1015636111281504
KNN,1985.9734554971951,446.195270220164,2266.4721460041865,438.2819260719692,-1.3795045992130501,1.40960003777589
BayesianRidge,1837.8329746768236,682.2812021531084,2235.9477348998544,826.5763284519376,-1.1126979895486084,0.9819363166790214
XGBoost,1696.5676949833135,551.4975176580434,1943.8211063588774,540.0228671544658,-0.8390054505006829,1.1635940559701168
DecisionTree,2143.038785240243,455.0858528680118,2409.9566044868466,299.3415842139868,-2.184652896126711,2.3609374629658464
