model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2075.963259217463,539.2923331670172,2354.671689981481,584.255137121632,-1.3678162543185617,1.3224587977490838
LinearRegression,1882.4291145610907,609.7157859935375,2312.5172390908433,660.7907681002835,-1.2705608447259644,1.058753586026614
Ridge,1882.5348644047856,609.5432894606967,2312.435280814914,660.8081848508257,-1.2692621152740928,1.0576827444606314
Lasso,1880.7666904445682,608.6734368988981,2307.9657448649746,659.0681662332611,-1.2620192187394683,1.0563524068578483
ElasticNet,1881.6631386684862,609.1463547974387,2310.1624897741785,660.0194778712655,-1.2672512256899386,1.058084746071657
RandomForest,1782.7922573625176,538.9607140012434,2050.0832037516802,546.2337007063607,-1.0386067677376318,1.3906098329727028
GradientBoosting,1773.0070331813545,555.6104054727207,2063.213070241624,529.478707192956,-1.0626410454922663,1.3660022406790715
SVR,1925.0173454195296,629.5968893865144,2375.8204304347773,677.3472012663233,-1.3644762811312314,1.093374207714317
KNN,1910.9465928320994,478.92034643167966,2205.382555121549,474.77805896894455,-1.2473255341801508,1.3630398235499834
BayesianRidge,1902.9358939945687,661.2497845717444,2311.137359079394,768.2323327318132,-1.2007490025995984,0.9928936320204417
XGBoost,1780.1014755476747,501.94520508068473,2051.013549268544,499.2385681841496,-1.1667471973898542,1.436379280124132
DecisionTree,1918.6364890783093,290.11572129088046,2413.540093098044,402.03353231204596,-1.7022367340754212,1.6290883121446065
