model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2075.963259217463,539.2923331670172,2354.671689981481,584.255137121632,-1.3678162543185617,1.3224587977490838
LinearRegression,2125.787476867888,640.7938338013363,2380.424128294325,665.6049288733843,-1.4100251523357854,1.3971921913839085
Ridge,2125.7494192821378,640.7282514255992,2380.375407449969,665.5338667854957,-1.409946574843405,1.3971385071278093
Lasso,2125.6388667731817,640.5600785118659,2380.245417186181,665.3396482554173,-1.4097709191396945,1.397106140185448
ElasticNet,2125.290033002094,639.947007886288,2379.8036705071004,664.6605785007592,-1.4091087223173226,1.3966744303377345
RandomForest,1967.094377038316,597.1579018855168,2243.9264972648425,573.1951725717544,-1.311109259626588,1.486046208282659
GradientBoosting,1924.752532611618,651.6794281243209,2178.11475330594,641.0650819170512,-1.126913842335481,1.404904059486718
SVR,2047.3587612307626,686.6740637886388,2351.075966543871,713.9738213554976,-1.3787258684880548,1.5604701611287919
KNN,2029.1120323404575,611.9666256844052,2311.1004699127325,595.1612934741503,-1.421707936024797,1.5445764585371466
BayesianRidge,2075.963261924828,539.2923381027884,2354.6716900985775,584.2551402026317,-1.367816255598168,1.3224588032022788
XGBoost,1904.7029176489225,631.9796272708038,2150.510539056177,625.4638539180725,-1.0434191485527566,1.3233403775327948
DecisionTree,1902.8889646927553,480.82302484020573,2187.331217890124,480.7972223780989,-1.2051271645044832,1.3406098321830702
