model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2116.6699354461475,471.95822406093004,2374.744319786257,523.7401396585267,-1.4274856989882174,1.302289621924095
LinearRegression,2009.1033467101963,513.9907182118124,2536.2267376615905,780.8053833759179,-1.6627394069951198,1.2496549204801175
Ridge,1922.9259881987405,570.5643720023999,2411.5845354867442,791.2378859691357,-1.2599493049223218,0.8177443410430304
Lasso,1995.1288105625476,548.2988650313542,2471.9876600015496,764.8669956476333,-1.4625809340128906,1.0560483802937781
ElasticNet,1850.2490971972754,509.76777475098817,2328.493302936323,701.8183247452444,-1.1629113604855483,0.8013318384192859
RandomForest,1846.4644382697923,460.5246816642266,2096.2408288777124,496.94177578646804,-0.968438788066396,1.1054482571491708
GradientBoosting,1734.3059383545703,442.9489311160032,2061.4575946987234,451.2837327318403,-0.9662185226194435,1.1261338176246611
SVR,1780.8879958968387,528.3119442844438,2237.040159821255,676.1085727093259,-1.0098720156745231,0.8494658591931774
KNN,2002.894318408143,294.37979234174594,2290.822345682386,285.672081907565,-1.4275888783268662,1.5108400729638074
BayesianRidge,1867.7429725320349,514.9646246339798,2344.700706152027,712.9173230297782,-1.1918924244600582,0.8132908156847624
XGBoost,1698.9689076771042,417.84403577107116,2039.3638003319,466.48252556460824,-0.8939593182546275,1.1105406603352048
DecisionTree,2245.008819216361,466.20678914154564,2637.7527224913238,500.475021889854,-2.2199691113233078,1.7752145568551294
