model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2116.6699354461475,471.95822406093004,2374.744319786257,523.7401396585267,-1.4274856989882174,1.302289621924095
LinearRegression,1996.009608149419,529.0704128020938,2525.952394322839,785.807612903895,-1.4987056119780902,0.990473569482683
Ridge,1952.2229818975557,545.1277879649417,2456.945418740749,752.6884705437773,-1.4475867893811691,0.9496790407378551
Lasso,1986.0272847559227,543.8142944162203,2503.439137945044,767.8720042788309,-1.5121521478715318,0.9728808689510584
ElasticNet,1857.3471271503527,504.42782837642886,2348.0968089031567,704.4419154199497,-1.2031843028895737,0.8261121077357794
RandomForest,1814.1388325653431,495.32745694627556,2072.9252742294407,493.28312853703943,-0.8883898533280931,1.1129655847110478
GradientBoosting,1793.0484686520347,463.1515357137429,2071.6675841002366,455.0286255388389,-1.0291688260723635,1.1210032522772901
SVR,1778.448808203961,515.4740321535676,2241.373993362869,655.9220136112949,-1.053952816545822,0.8905003946881004
KNN,1984.146418277544,321.6440714759164,2248.544692551483,340.63166289405143,-1.3787932226378679,1.442437774922612
BayesianRidge,1870.3249629146053,504.0804959289816,2367.1215879074543,716.5293416626056,-1.2313459029679767,0.8394834977609543
XGBoost,1690.3551687571367,424.2574315074015,1965.5795886876203,407.8373709690515,-0.8819121082675985,1.1174959600818621
DecisionTree,2048.8712089426717,282.180400019326,2509.546172281377,352.75505551087116,-1.8201324539660455,1.5016440778638247
