model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2063.5732322987315,471.95822406093004,2372.8192019895228,523.7401396585267,-0.32875893429370606,1.302289621924095
LinearRegression,1855.4348426814972,529.8950541661726,2360.239835222597,743.1211778190032,-0.31470759882316757,0.9115491275303803
Ridge,1766.0771585096568,548.5100746461014,2279.5282476460047,770.1806932350202,-0.22632860271862398,0.8302627733925547
Lasso,1800.7629986618028,543.7193427635498,2306.3083058310385,696.157806637589,-0.2553118464637092,0.8570212790545286
ElasticNet,1759.8269582807175,508.4172078870552,2248.7065935720293,697.3505639793291,-0.19339025689114964,0.8042349063074566
RandomForest,1827.4988662657504,474.4324798065188,2142.2993116866196,459.38138790283625,-0.08312155248327224,1.140860245654411
GradientBoosting,1777.0889770045485,498.9717986147776,2142.907799633507,437.58903145202476,-0.0837369286868328,1.1995544586956617
SVR,1728.8701890955824,524.9615903215396,2202.9625967147,661.9480893210518,-0.14533134947401627,0.8517981536033357
KNN,1984.5147275405009,297.21279803999016,2255.8372182702974,309.5414490387602,-0.20097071226846452,1.5569587096028414
BayesianRidge,1770.0582125713368,510.0168460379189,2259.793281203328,703.2514308669803,-0.2051866917700278,0.8134439919637065
XGBoost,1731.5967891732441,414.15057676407514,2064.4865288657293,391.94997688428157,-0.005868036911099717,1.076156741983454
DecisionTree,2098.7533136966126,457.885915755657,2623.496029828877,271.10019354121164,-0.6243429350076697,2.3605154052285444
