model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2075.963259217463,539.2923331670172,2354.671689981481,584.255137121632,-1.3678162543185617,1.3224587977490838
LinearRegression,1805.8772538108162,535.1622840405743,2149.6106081990256,609.1346635986174,-1.1041939406173378,1.0940907161975328
Ridge,1764.739636403077,617.426099017716,2104.503468835671,715.1762929922432,-0.9643058494332685,0.9862067641499497
Lasso,1817.5923297576505,558.6429802557666,2131.6644158477884,584.3937286499009,-1.0998185018082582,1.100936401251678
ElasticNet,1810.0892529105245,508.765203710606,2138.171478798102,629.7513929902734,-1.032455757864359,1.0584258548938794
RandomForest,1783.4984468320624,568.7611465901052,2053.403622378309,579.3730265937181,-0.8285854925781454,1.131663351926513
GradientBoosting,1769.025348174823,552.0232439972646,2016.244120540346,469.6267066181965,-0.901565018368386,1.166667198436334
SVR,1750.033992752255,692.3948126817935,2125.808706207762,826.738414730898,-0.9912357982524596,1.0452011098080927
KNN,1971.6746824685229,439.46247111355103,2243.81911783331,460.5318381552839,-1.3030679225105968,1.3298034749796583
BayesianRidge,1819.8374544926562,676.6435031684787,2214.707516427902,821.911451160894,-1.0700944746969498,0.96478551396897
XGBoost,1682.8595439269561,492.35962215660754,1917.7347072698863,448.31052753184775,-0.6213239596674067,0.9526398045364652
DecisionTree,1939.0268115015951,386.5860185142694,2385.459601123686,345.25401242847147,-2.3902379817329136,2.9573061261525964
