model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2116.6699354461475,471.95822406093004,2374.744319786257,523.7401396585267,-1.4274856989882174,1.302289621924095
LinearRegression,2062.2812204773745,569.8134075787079,2509.219133128167,702.1250015648338,-1.4795464248393215,0.8745405659171059
Ridge,1967.391045481024,550.5238763423679,2481.4147826947883,770.970612565282,-1.3653597691811308,0.8688618340803089
Lasso,2037.5502008814026,587.4235528132792,2509.807527746677,691.9355766554263,-1.47043561024354,0.878606158084371
ElasticNet,1861.5817845526813,507.4856660917625,2337.7696307777346,686.9172956070449,-1.1981299814339685,0.8186954747705182
RandomForest,1845.2877843348226,480.34454202755694,2071.3837940104645,464.2546966762072,-0.9351499312423333,1.1421120246262555
GradientBoosting,1831.8598902796907,454.15869741750555,2118.1968497012117,444.090896277831,-1.0251292353123063,1.0988717579457832
SVR,1792.6613619059833,527.9189233591026,2250.7396688468716,670.122308084566,-1.0420311602861314,0.8704308940468476
KNN,1992.8731178517057,317.1756270981942,2257.928580312934,338.97540625246154,-1.4360708667651827,1.5140599004551827
BayesianRidge,1878.317466378278,507.45198010649375,2352.8190767841047,687.2792608099479,-1.2245669968985209,0.8257203617118315
XGBoost,1772.4775923648685,407.22498109589577,2047.892604854102,458.1968917654616,-0.8832434103924083,1.0633174443862385
DecisionTree,2187.645362485535,455.8725906749194,2422.080450964959,321.67222917468484,-2.1024466791003507,1.9736862156374584
