model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2075.963259217463,539.2923331670172,2354.671689981481,584.255137121632,-1.3678162543185617,1.3224587977490838
LinearRegression,1857.9587624890999,671.8232727375906,2249.2553337394593,828.3433375326581,-1.2405221401725277,1.125962105544739
Ridge,1842.055283005727,689.5869662390984,2225.9522765104457,842.1383870308024,-1.1795124270074522,1.0690120564034213
Lasso,1856.6536241296951,671.2718558883123,2246.296041524154,829.3794880105585,-1.23860514999746,1.1361174724459968
ElasticNet,1836.8224019292825,687.4747163254372,2246.753403407939,852.8932852220082,-1.1432193709014113,1.0298125837894532
RandomForest,1729.4531742172107,581.9205833683437,2013.4402331908914,579.315022635852,-0.8892797217760059,1.2545663818707506
GradientBoosting,1739.9081511637396,588.7275905300123,2088.448417314549,583.787552904272,-0.9010243077747004,1.1955229189806524
SVR,1812.4376299285916,683.0617460997803,2182.2120126272503,775.4415561892157,-1.1371122507924403,1.1256948047161317
KNN,1947.8653785373376,455.8806488835759,2228.009022978105,470.4771045160565,-1.2820178675811036,1.3541996953721585
BayesianRidge,1862.8333631751643,690.8403547461461,2262.795461415704,836.4447925563453,-1.135349214525914,0.9712501965084108
XGBoost,1627.395898305533,546.1244186962499,1962.228137320621,521.5037059914373,-0.8339095963755566,1.1073813380934503
DecisionTree,1952.47894836566,521.0993412552781,2632.3121980651376,358.00827067244774,-2.258394954350951,2.3091068309564653
