model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2116.6699354461475,471.95822406093004,2374.744319786257,523.7401396585267,-1.4274856989882174,1.302289621924095
LinearRegression,1870.8702333278336,425.73239986769056,2382.8642825823263,575.0507714789951,-1.27874668370603,0.8497596351152327
Ridge,1869.1011332685805,428.65362637316264,2379.825931587067,579.6194489201525,-1.272788973320888,0.8464988245064774
Lasso,1870.9311850557638,425.60548727192844,2382.7618194415672,575.1917383833944,-1.2794182329928607,0.8503528880532281
ElasticNet,1858.5819435655799,456.44949184931636,2352.659272735261,616.279068825257,-1.2228466850941715,0.8293264835451533
RandomForest,1737.2100250388823,431.9717295253204,2026.3632888743941,436.15547951758066,-0.9773683413872358,1.2087817131268508
GradientBoosting,1774.2965777864076,430.9350369166008,2125.185911864691,450.97260449393445,-1.171988466331618,1.2650438249487574
SVR,1893.7038945713878,476.4240669245562,2449.78524841136,656.9359391917599,-1.4050615919796674,0.8948031905098945
KNN,1896.6852282692676,347.29956639038113,2186.7813441497715,349.23582384986247,-1.2910307226520386,1.439557976810643
BayesianRidge,1866.620313808809,479.39407849836135,2347.8659991171926,632.2290666007729,-1.205932712923524,0.8206619108905373
XGBoost,1739.4724951717417,382.3969299112721,2048.132811606414,393.54237968953663,-1.139594394336072,1.3238863125883025
DecisionTree,1858.5178224020524,437.3042273103783,2315.2387787694206,415.6059971589275,-1.4468799168815876,1.332137323050091
