model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2063.5732322987315,471.95822406093004,2372.8192019895228,523.7401396585267,-0.32875893429370606,1.302289621924095
LinearRegression,1871.4412332893542,574.8251064950928,2381.801806383214,688.7077349232887,-0.3388383435510347,0.8704291843173549
Ridge,1824.7317483385004,562.8187135536178,2338.697543285454,758.6703374406701,-0.29081802151403213,0.889115341577358
Lasso,1891.114527977217,597.5098930466115,2411.541451280019,744.6559429911631,-0.3724810720112033,0.912953728237262
ElasticNet,1769.953860257577,508.48963751377215,2258.1064578424557,685.1051146331641,-0.2033881393629935,0.8138048302710088
RandomForest,1814.9581712281133,463.42536338009444,2150.757476037971,470.1914510820399,-0.09169113478748714,1.120505489306634
GradientBoosting,1816.014634788364,437.2651614926605,2169.156392548319,447.2879146196779,-0.11044903571503806,1.3264464391455326
SVR,1738.7805441053274,531.0895913304932,2215.5628573688227,670.2243408024057,-0.15847069675990388,0.8668142600691341
KNN,1975.5434462444773,309.0281905818891,2257.741132330843,339.55730763083454,-0.20299879294955603,1.6242945769322197
BayesianRidge,1782.1329114793734,517.5182719688119,2272.614885988365,700.2957710733115,-0.21890145456631616,0.8244114592831691
XGBoost,1755.5088016470684,346.5942479072795,2104.440390752119,368.75893769714105,-0.04517775663295365,1.0456545033973836
DecisionTree,2103.969998772705,316.2410426588034,2555.4241934593806,325.2414339925745,-0.5411428846691915,1.405740697672694
