model,mae,mae_std,rmse,rmse_std,r2,r2_std
AverageModel,2063.5732322987315,471.95822406093004,2372.8192019895228,523.7401396585267,-0.32875893429370606,1.302289621924095
LinearRegression,1905.5947355512624,517.7099289675784,2447.4718728641774,740.5575320723112,-0.4136839264635226,1.3450490054463167
Ridge,1780.6196828969623,569.931307655101,2290.1713310408873,809.4605618514913,-0.23780675589006695,0.8297829710327413
Lasso,1847.8411383609505,543.3137613121016,2350.6454651839367,784.4902252337184,-0.3040407559961329,1.0695258213768586
ElasticNet,1758.5233500685772,511.9954251193028,2248.480935837432,701.6084145269419,-0.19315075545453309,0.8015373527450058
RandomForest,1833.1131324660448,476.54741957582644,2156.1329081690114,472.1374292241458,-0.09715492609278553,1.1564896945782166
GradientBoosting,1737.0454660493765,453.51099354626535,2088.463653360951,469.1984214128394,-0.029368191594641102,1.080206551141668
SVR,1726.8038307145614,529.2845208506496,2205.8821586790627,675.0730501854298,-0.1483691510633094,0.849159716343761
KNN,1982.8969072164948,290.2522795747563,2262.3152794254793,309.9589393492305,-0.20787824306789382,1.57252542646519
BayesianRidge,1768.0680811923248,515.9269925900924,2261.2317326661646,710.3925781632975,-0.20672148199079232,0.8145807518849627
XGBoost,1704.7808007309118,457.08642231437096,2067.023191029004,462.5099710068914,-0.008341402481623517,1.1335549556205278
DecisionTree,2279.1761555168773,321.1222219620511,2748.0354062545607,476.42727745226387,-0.7822209690613591,2.1631974614398453
